Variable_Num,Type,Long_Name,Short_Name,Numeric_Name,CGCS_Name,Age,Sex,N,Mean,SD
175,Linear,,,,,13,Female,,,
175,Linear,,,,,14,Female,,,
175,Linear,,,,,15,Female,,,
175,Linear,,,,,16,Female,,,
176,Linear,,,,,6,Male,,,
176,Linear,,,,,7,Male,,,
176,Linear,,,,,8,Male,,,
176,Linear,,,,,9,Male,,,
176,Linear,,,,,10,Male,,,
176,Linear,,,,,11,Male,,,
176,Linear,,,,,12,Male,,,
176,Linear,,,,,13,Male,,,
176,Linear,,,,,14,Male,,,
176,Linear,,,,,15,Male,,,
176,Linear,,,,,16,Male,,,
176,Linear,,,,,6,Female,,,
176,Linear,,,,,7,Female,,,
176,Linear,,,,,8,Female,,,
176,Linear,,,,,9,Female,,,
176,Linear,,,,,10,Female,,,
176,Linear,,,,,11,Female,,,
176,Linear,,,,,12,Female,,,
176,Linear,,,,,13,Female,,,
176,Linear,,,,,14,Female,,,
176,Linear,,,,,15,Female,,,
176,Linear,,,,,16,Female,,,
177,Linear,,,,,6,Male,,,
177,Linear,,,,,7,Male,,,
177,Linear,,,,,8,Male,,,
177,Linear,,,,,9,Male,,,
177,Linear,,,,,10,Male,,,
177,Linear,,,,,11,Male,,,
177,Linear,,,,,12,Male,,,
177,Linear,,,,,13,Male,,,
177,Linear,,,,,14,Male,,,
177,Linear,,,,,15,Male,,,
177,Linear,,,,,16,Male,,,
177,Linear,,,,,6,Female,,,
177,Linear,,,,,7,Female,,,
177,Linear,,,,,8,Female,,,
177,Linear,,,,,9,Female,,,
177,Linear,,,,,10,Female,,,
177,Linear,,,,,11,Female,,,
177,Linear,,,,,12,Female,,,
177,Linear,,,,,13,Female,,,
177,Linear,,,,,14,Female,,,
177,Linear,,,,,15,Female,,,
177,Linear,,,,,16,Female,,,
178,Linear,,,,,6,Male,,,
178,Linear,,,,,7,Male,,,
178,Linear,,,,,8,Male,,,
178,Linear,,,,,9,Male,,,
178,Linear,,,,,10,Male,,,
178,Linear,,,,,11,Male,,,
178,Linear,,,,,12,Male,,,
178,Linear,,,,,13,Male,,,
178,Linear,,,,,14,Male,,,
178,Linear,,,,,15,Male,,,
178,Linear,,,,,16,Male,,,
178,Linear,,,,,6,Female,,,
178,Linear,,,,,7,Female,,,
178,Linear,,,,,8,Female,,,
178,Linear,,,,,9,Female,,,
178,Linear,,,,,10,Female,,,
178,Linear,,,,,11,Female,,,
178,Linear,,,,,12,Female,,,
178,Linear,,,,,13,Female,,,
178,Linear,,,,,14,Female,,,
178,Linear,,,,,15,Female,,,
178,Linear,,,,,16,Female,,,
179,Linear,,,,,6,Male,,,
179,Linear,,,,,7,Male,,,
179,Linear,,,,,8,Male,,,
179,Linear,,,,,9,Male,,,
179,Linear,,,,,10,Male,,,
179,Linear,,,,,11,Male,,,
179,Linear,,,,,12,Male,,,
179,Linear,,,,,13,Male,,,
179,Linear,,,,,14,Male,,,
179,Linear,,,,,15,Male,,,
179,Linear,,,,,16,Male,,,
179,Linear,,,,,6,Female,,,
179,Linear,,,,,7,Female,,,
179,Linear,,,,,8,Female,,,
179,Linear,,,,,9,Female,,,
179,Linear,,,,,10,Female,,,
179,Linear,,,,,11,Female,,,
179,Linear,,,,,12,Female,,,
179,Linear,,,,,13,Female,,,
179,Linear,,,,,14,Female,,,
179,Linear,,,,,15,Female,,,
179,Linear,,,,,16,Female,,,
180,Linear,,,,,6,Male,,,
180,Linear,,,,,7,Male,,,
180,Linear,,,,,8,Male,,,
180,Linear,,,,,9,Male,,,
180,Linear,,,,,10,Male,,,
180,Linear,,,,,11,Male,,,
180,Linear,,,,,12,Male,,,
180,Linear,,,,,13,Male,,,
180,Linear,,,,,14,Male,,,
180,Linear,,,,,15,Male,,,
180,Linear,,,,,16,Male,,,
180,Linear,,,,,6,Female,,,
180,Linear,,,,,7,Female,,,
180,Linear,,,,,8,Female,,,
180,Linear,,,,,9,Female,,,
180,Linear,,,,,10,Female,,,
180,Linear,,,,,11,Female,,,
180,Linear,,,,,12,Female,,,
180,Linear,,,,,13,Female,,,
180,Linear,,,,,14,Female,,,
180,Linear,,,,,15,Female,,,
180,Linear,,,,,16,Female,,,
181,Linear,,,,,6,Male,,,
181,Linear,,,,,7,Male,,,
181,Linear,,,,,8,Male,,,
181,Linear,,,,,9,Male,,,
181,Linear,,,,,10,Male,,,
181,Linear,,,,,11,Male,,,
181,Linear,,,,,12,Male,,,
181,Linear,,,,,13,Male,,,
181,Linear,,,,,14,Male,,,
181,Linear,,,,,15,Male,,,
181,Linear,,,,,16,Male,,,
181,Linear,,,,,6,Female,,,
181,Linear,,,,,7,Female,,,
181,Linear,,,,,8,Female,,,
181,Linear,,,,,9,Female,,,
181,Linear,,,,,10,Female,,,
181,Linear,,,,,11,Female,,,
181,Linear,,,,,12,Female,,,
181,Linear,,,,,13,Female,,,
181,Linear,,,,,14,Female,,,
181,Linear,,,,,15,Female,,,
181,Linear,,,,,16,Female,,,
182,Linear,,,,,6,Male,,,
182,Linear,,,,,7,Male,,,
182,Linear,,,,,8,Male,,,
182,Linear,,,,,9,Male,,,
182,Linear,,,,,10,Male,,,
182,Linear,,,,,11,Male,,,
182,Linear,,,,,12,Male,,,
182,Linear,,,,,13,Male,,,
182,Linear,,,,,14,Male,,,
182,Linear,,,,,15,Male,,,
182,Linear,,,,,16,Male,,,
182,Linear,,,,,6,Female,,,
182,Linear,,,,,7,Female,,,
182,Linear,,,,,8,Female,,,
182,Linear,,,,,9,Female,,,
182,Linear,,,,,10,Female,,,
182,Linear,,,,,11,Female,,,
182,Linear,,,,,12,Female,,,
182,Linear,,,,,13,Female,,,
182,Linear,,,,,14,Female,,,
182,Linear,,,,,15,Female,,,
182,Linear,,,,,16,Female,,,
183,Linear,,,,,6,Male,,,
183,Linear,,,,,7,Male,,,
183,Linear,,,,,8,Male,,,
183,Linear,,,,,9,Male,,,
183,Linear,,,,,10,Male,,,
183,Linear,,,,,11,Male,,,
183,Linear,,,,,12,Male,,,
183,Linear,,,,,13,Male,,,
183,Linear,,,,,14,Male,,,
183,Linear,,,,,15,Male,,,
183,Linear,,,,,16,Male,,,
183,Linear,,,,,6,Female,,,
183,Linear,,,,,7,Female,,,
183,Linear,,,,,8,Female,,,
183,Linear,,,,,9,Female,,,
183,Linear,,,,,10,Female,,,
183,Linear,,,,,11,Female,,,
183,Linear,,,,,12,Female,,,
183,Linear,,,,,13,Female,,,
183,Linear,,,,,14,Female,,,
183,Linear,,,,,15,Female,,,
183,Linear,,,,,16,Female,,,
184,Linear,,,,,6,Male,,,
184,Linear,,,,,7,Male,,,
184,Linear,,,,,8,Male,,,
184,Linear,,,,,9,Male,,,
184,Linear,,,,,10,Male,,,
184,Linear,,,,,11,Male,,,
184,Linear,,,,,12,Male,,,
184,Linear,,,,,13,Male,,,
184,Linear,,,,,14,Male,,,
184,Linear,,,,,15,Male,,,
184,Linear,,,,,16,Male,,,
184,Linear,,,,,6,Female,,,
184,Linear,,,,,7,Female,,,
184,Linear,,,,,8,Female,,,
184,Linear,,,,,9,Female,,,
184,Linear,,,,,10,Female,,,
184,Linear,,,,,11,Female,,,
184,Linear,,,,,12,Female,,,
184,Linear,,,,,13,Female,,,
184,Linear,,,,,14,Female,,,
184,Linear,,,,,15,Female,,,
184,Linear,,,,,16,Female,,,
185,Linear,,,,,6,Male,,,
185,Linear,,,,,7,Male,,,
185,Linear,,,,,8,Male,,,
185,Linear,,,,,9,Male,,,
185,Linear,,,,,10,Male,,,
185,Linear,,,,,11,Male,,,
185,Linear,,,,,12,Male,,,
185,Linear,,,,,13,Male,,,
185,Linear,,,,,14,Male,,,
185,Linear,,,,,15,Male,,,
185,Linear,,,,,16,Male,,,
185,Linear,,,,,6,Female,,,
185,Linear,,,,,7,Female,,,
185,Linear,,,,,8,Female,,,
185,Linear,,,,,9,Female,,,
185,Linear,,,,,10,Female,,,
185,Linear,,,,,11,Female,,,
185,Linear,,,,,12,Female,,,
185,Linear,,,,,13,Female,,,
185,Linear,,,,,14,Female,,,
185,Linear,,,,,15,Female,,,
185,Linear,,,,,16,Female,,,
186,Linear,,,,,6,Male,,,
186,Linear,,,,,7,Male,,,
186,Linear,,,,,8,Male,,,
186,Linear,,,,,9,Male,,,
186,Linear,,,,,10,Male,,,
186,Linear,,,,,11,Male,,,
186,Linear,,,,,12,Male,,,
186,Linear,,,,,13,Male,,,
186,Linear,,,,,14,Male,,,
186,Linear,,,,,15,Male,,,
186,Linear,,,,,16,Male,,,
186,Linear,,,,,6,Female,,,
186,Linear,,,,,7,Female,,,
186,Linear,,,,,8,Female,,,
186,Linear,,,,,9,Female,,,
186,Linear,,,,,10,Female,,,
186,Linear,,,,,11,Female,,,
186,Linear,,,,,12,Female,,,
186,Linear,,,,,13,Female,,,
186,Linear,,,,,14,Female,,,
186,Linear,,,,,15,Female,,,
186,Linear,,,,,16,Female,,,
187,Linear,,,,,6,Male,,,
187,Linear,,,,,7,Male,,,
187,Linear,,,,,8,Male,,,
187,Linear,,,,,9,Male,,,
187,Linear,,,,,10,Male,,,
187,Linear,,,,,11,Male,,,
187,Linear,,,,,12,Male,,,
187,Linear,,,,,13,Male,,,
187,Linear,,,,,14,Male,,,
187,Linear,,,,,15,Male,,,
187,Linear,,,,,16,Male,,,
187,Linear,,,,,6,Female,,,
187,Linear,,,,,7,Female,,,
187,Linear,,,,,8,Female,,,
187,Linear,,,,,9,Female,,,
187,Linear,,,,,10,Female,,,
187,Linear,,,,,11,Female,,,
187,Linear,,,,,12,Female,,,
187,Linear,,,,,13,Female,,,
187,Linear,,,,,14,Female,,,
187,Linear,,,,,15,Female,,,
187,Linear,,,,,16,Female,,,
188,Linear,,,,,6,Male,,,
188,Linear,,,,,7,Male,,,
188,Linear,,,,,8,Male,,,
188,Linear,,,,,9,Male,,,
188,Linear,,,,,10,Male,,,
188,Linear,,,,,11,Male,,,
188,Linear,,,,,12,Male,,,
188,Linear,,,,,13,Male,,,
188,Linear,,,,,14,Male,,,
188,Linear,,,,,15,Male,,,
188,Linear,,,,,16,Male,,,
188,Linear,,,,,6,Female,,,
188,Linear,,,,,7,Female,,,
188,Linear,,,,,8,Female,,,
188,Linear,,,,,9,Female,,,
188,Linear,,,,,10,Female,,,
188,Linear,,,,,11,Female,,,
188,Linear,,,,,12,Female,,,
188,Linear,,,,,13,Female,,,
188,Linear,,,,,14,Female,,,
188,Linear,,,,,15,Female,,,
188,Linear,,,,,16,Female,,,
